,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,clean_text,rating
92576,A19MN9PYEPU7SU,B004K9E5SA,B. Webb,"[0, 0]",Used this Bear Popper (and other Poppers) as  stocking stuffer for the older &#34;kids&#34; at Christmas.  Enjoyed the chaos and laughter they created as the 30 somethings opened and popped the foam balls at one another. Next time I would open each package beforehand because they were all encased in plastic that required a hefty pair of scissors to cut open; rather dampened the intitial excitement.,5.0,Fun,1361577600,"02 23, 2013",used bear popper poppers stocking stuffer older kids christmas enjoyed chaos laughter created somethings opened popped foam balls one another next time would open package beforehand encased plastic required hefty pair scissors cut open rather dampened intitial excitement,1
159025,AY4BKTTLRHETL,B00D3Y18WO,Steven's Toy Reviews,"[4, 5]","Beautiful sculpt, meticulous paint, easy to swap parts, and AMAZING articulation; it can balance on ONE FOOT, the tail is fun, and the posing options are *priceless* and endless. If you want Kiryu, do *not* hesitate on this. it is simply amazing. The only downside is that it is a bit expensive, does not use too much diecast (just with the feet and maybe one of the door on the chest), and comes with no beams. Also, there are little tubes that connect the thigh to the hip and the head to the neck. BE CAREFUL. These *can* break, as suggested with picture in the instructions, and the ones on the legs hinder the articulation a bit.All in all, if you want this, get it now. You will not regret it!",5.0,Perfect... Almost,1383091200,"10 30, 2013",beautiful sculpt meticulous paint easy swap parts amazing articulation balance one foot tail fun posing options priceless endless want kiryu hesitate simply amazing downside bit expensive use much diecast feet maybe one door chest comes beams also little tubes connect thigh hip head neck careful break suggested picture instructions ones legs hinder articulation bitall want get regret,1
66075,A1PTBXZG04GT29,B002MUANJY,NewAgeMama,"[0, 0]","This set was okay, but not as sturdy as I would have liked. It fell apart after just a few months.",3.0,Okay,1355184000,"12 11, 2012",set okay sturdy would liked fell apart months,0
43370,A2VQUJ84ZPT27S,B000U0O8LM,JSB727,"[0, 0]","We bought this to store my boys' Hotwheels cars.  They probably have at least 50 cars, although I haven't actually counted them.  They fit in this bin with plenty of spare room for more cars in the future.  The bin is not exactly like the picture, though. The handles are not that big - they're small handles that are flush with sides of the bin.  But, the handles aren't that big of a deal to me.",5.0,Perfect size,1382572800,"10 24, 2013",bought store boys hotwheels cars probably least cars although havent actually counted fit bin plenty spare room cars future bin exactly like picture though handles big theyre small handles flush sides bin handles arent big deal,1
21920,A5JWW8T3SBC4W,B0006NDCMY,Sheila K. Hollida,"[0, 0]","I bought this for my grandson and although he still plays with parts and loves it, it started falling apart almost immediately. It is very cute, but not at all durable. If it were a lot cheaper, it wouldn't be so bad. If something fell apart, it would be more understandable. But, for the price, was definitely disappointed.",2.0,Cleaning Trolley Set for children,1315267200,"09 6, 2011",bought grandson although still plays parts loves started falling apart almost immediately cute durable lot cheaper wouldnt bad something fell apart would understandable price definitely disappointed,0
47088,A3QNG5ZWWTPAW8,B0012NY4EC,Amazon Customer,"[2, 3]",My 2 year old adores this truck.  He loves all kinds of vehicles but has a particular affinity for construction trucks.  He was always super excited any time he saw a cement truck in a book or on the road so Grandma picked this one up for him.  Most of the other cement truck toys I found were overly complex or more than you want to spend on a toddler toy.  My son loves the little guy inside and that the front opens and closes and the barrel spins.  Great toy!  It is played with daily!,5.0,A favorite in our home!,1378944000,"09 12, 2013",year old adores truck loves kinds vehicles particular affinity construction trucks always super excited time saw cement truck book road grandma picked one cement truck toys found overly complex want spend toddler toy son loves little guy inside front opens closes barrel spins great toy played daily,1
87981,A2Z9QB23L95WUY,B00468N270,Paul A. Nelson,"[0, 1]",A family member was gifted with this and was very excited to receive it.  I'm sure that it will be a source of great joy.,3.0,I'm Sure It's Great,1389052800,"01 7, 2014",family member gifted excited receive im sure source great joy,0
22543,A25BPX9DYA7SAI,B000795MPM,Tiffany Ann Blake,"[0, 0]","Great set.  My son loves the battery powered Thomas.  Though Thomas doesn't seem to get quite as much juice as his battery powered Percy I bought separately, but he still does a good job.  My son exclusively uses the battery powered engines and hooks up the non-powered engines to them as cars.",5.0,Good set.,1386720000,"12 11, 2013",great set son loves battery powered thomas though thomas doesnt seem get quite much juice battery powered percy bought separately still good job son exclusively uses battery powered engines hooks nonpowered engines cars,1
92293,A2I1SOF9R2PJY4,B004JMNKWA,Bao Chau T. Duong,"[0, 2]","It's awesome, We already had a Southwest 737. but somehow broke. We fixed it, then brought this product. It does not have a tug, which is shown. Can be brought at regional and international airports, mostly at Hudson news. I saw one at Manchester airport, but didn't brought it because I already had one. I only got the delta 777or 767 and us airways 757.",5.0,Nice,1371945600,"06 23, 2013",awesome already southwest somehow broke fixed brought product tug shown brought regional international airports mostly hudson news saw one manchester airport didnt brought already one got delta us airways,1
50797,A2J705EL3BSZ3W,B001613Q8A,Kristen,"[0, 0]","I was skeptical spending so much mine on just a carton of fruit when some companies have an entire start up set for that price.  Don't be fooled - these fruits look real life and very very durable.  My daughter throws them, chews on them and we have stepped on them and they look brand new.  I wanted a wooden set but I was afraid the paint would chip since my daughter doesn't handle toys easily - this is the next best thing.  I just wish the case was actually wooden.",5.0,Great for toddler kitchen,1363392000,"03 16, 2013",skeptical spending much mine carton fruit companies entire start set price dont fooled fruits look real life durable daughter throws chews stepped look brand new wanted wooden set afraid paint would chip since daughter doesnt handle toys easily next best thing wish case actually wooden,1
103902,A3339OATDLL33V,B0050OTNMC,B. Lutynski,"[0, 0]","I was disappointed in the trunk.  It's just a cardboard box that we eventually threw in the trash.  The ages say 3+ but the tops were falling off the shoulders of our 3 year old who is 26 pounds.  I don't like how the Belle skirt and Snow White skirt are the same so there is only 3 skirts included when it's a Princess package of Aurora, Belle, Cinderella and Snow White.",4.0,My Girls love it and that's what matters,1369440000,"05 25, 2013",disappointed trunk cardboard box eventually threw trash ages say tops falling shoulders year old pounds dont like belle skirt snow white skirt skirts included princess package aurora belle cinderella snow white,1
22843,A28KM2RVG7621A,B0007OF234,"M. Inkpen ""Baja Rider""","[0, 0]","My 6 year old grand daughter received a real cash register for her birthday and this was the perfect supplement to help her learn about money, coin identification, and coin values as she makes change and plays ""store.""",5.0,Play money,1279929600,"07 24, 2010",year old grand daughter received real cash register birthday perfect supplement help learn money coin identification coin values makes change plays store,1
60897,A3P5G64FFNWSWC,B001W3SWEU,SM-NM Catboy,"[2, 4]","I got this set for the minifigs and accesories. Not a cool set (from a guy's perspective), but fun and good, nonetheless.",4.0,Good set to own,1252886400,"09 14, 2009",got set minifigs accesories cool set guys perspective fun good nonetheless,1
21692,A2RCUJFXL6ZM2,B0006N6ZBO,JerseyMom,"[0, 0]",Great addition to my son's wooden train set and BRIO engines and train cars.  I like that it seems well made and like it will hold up to active play.,5.0,Works with BRIO trains,1372032000,"06 24, 2013",great addition sons wooden train set brio engines train cars like seems well made like hold active play,1
136246,A3E54FAR933L1R,B008W1BUDU,WorkinMomma2,"[0, 0]",Good quality! The pieces are thick and not flimsy. My 3 and 5 yr olds love it! Would be a great gift idea!,5.0,Great Puzzle!,1389744000,"01 15, 2014",good quality pieces thick flimsy yr olds love would great gift idea,1
96052,AAORIY8KVYYS1,B004P5O3UE,K.J.,"[1, 1]","This cost a lot and when it arrived, its storage box was so bashed in, It was almost unusable for future storage. The kids like it, but considering the condition of the box, the price should not have been jacked up as high as it was. The mailing package was intact with plenty of protective inflated plastic so it was not damaged in transit.  Seller should have made it clear box was damaged.  Fortunately the contents appear to be OK.",3.0,Expensive and damaged,1372032000,"06 24, 2013",cost lot arrived storage box bashed almost unusable future storage kids like considering condition box price jacked high mailing package intact plenty protective inflated plastic damaged transit seller made clear box damaged fortunately contents appear ok,0
50572,A3E5OEACLIHLVU,B0015YT88A,Jos88,"[2, 2]",This is the cutest play kitchen I have ever seen! Its all wood and the colors or so soft an beautiful. Perfect for any little girl. Its so very realistic. Shipping wise I got it a week before I was supposed to! 2hrs assembly.A note to parents: once its put together pick it up (2people) to move it where you want it to go. Dont attempt to slide it on the floor as the bottom pieces of wood break easily. We found out the hard way :( also if you take the sink out to clean it open the dishwasher first an push in on the plastic pieces that hold it in place or youll snap them. Found that out the hard way too. Lol over all its awesome!,5.0,Most adorable play kitchen!!,1318204800,"10 10, 2011",cutest play kitchen ever seen wood colors soft beautiful perfect little girl realistic shipping wise got week supposed hrs assemblya note parents put together pick people move want go dont attempt slide floor bottom pieces wood break easily found hard way also take sink clean open dishwasher first push plastic pieces hold place youll snap found hard way lol awesome,1
143918,A357B3PUHSVQA,B00ARSDZIE,"Y. R. Wu ""The will to win is nothing without ...","[1, 1]","We have quite a few of the Ravensburger puzzles and they are really top quality.This one was a little too easy for our 5 year old, but she's always been very uninterested in puzzles.  Left her alone in a room with it and she eventually got around to doing it - it's a very colorful pattern.  Pieces are thick enough you can do them right on the carpet.  Front of pieces are coated in nice wipeable material, though the backs are still cardboard.  Box for storage is nice but ours came with a bit of shipping damage.",4.0,Great puzzle for younger kids - 3-4 years old is about right,1382659200,"10 25, 2013",quite ravensburger puzzles really top qualitythis one little easy year old shes always uninterested puzzles left alone room eventually got around colorful pattern pieces thick enough right carpet front pieces coated nice wipeable material though backs still cardboard box storage nice came bit shipping damage,1
133250,A2AIJJK80NTH0O,B008DFT6OA,Translatego,"[0, 0]",Though its more purpleish than pink... Looks like the picture in real person... Seems to hold its own so far,5.0,Just as described,1401408000,"05 30, 2014",though purpleish pink looks like picture real person seems hold far,1
165050,A2CRIQOX1SYA3I,B00FBW8ZIQ,C. Taylor,"[0, 0]","It's Monster High themed, so you have all the skulls and typical colors, but once we assembled the set, there wasn't much to it. There is a place you can hide things, and that's about it.  My daughter played with it one time, the day it arrived, but hasn't given it any play time since then.  I'm sure it will be donated soon with other toys that no longer interest her.",3.0,"Themed Monster High, but no wow factor",1395792000,"03 26, 2014",monster high themed skulls typical colors assembled set wasnt much place hide things thats daughter played one time day arrived hasnt given play time since im sure donated soon toys longer interest,0
8169,A3ON633GO6OYNZ,B00004WKR9,Sandra,"[0, 0]","Kids loved the product, I have twins and what is great about this product is because they are large in size they can ""hord"" all the alphabets and they both can play without the fights. I am glad I went for the larger size. the only down side is a couple of letters need more magnets, They stick to the frig but slip down.",3.0,Great Product ! Large size great option,1337644800,"05 22, 2012",kids loved product twins great product large size hord alphabets play without fights glad went larger size side couple letters need magnets stick frig slip,0
53528,A1CIW2OEVAJRM2,B001CNS2L8,Godly Gadfly,"[6, 6]","The designer of the hugely successful party-trivia game Wits & Wagers teamed up with Satish Pillalamarri to create the fantastic Say Anything (2008), the next big party game hit from North Star. Just like its predecessor, it went on to win a string of awards. It's also a party game, but borrowed elements from Wits & Wagers that helped make it stand apart from most traditional party games.In Say Anything, players write answers to a question asked by another player, and score points by trying to guess which of the answers they think he'll pick. Think: Apples to Apples meets Balderdash meets Wits & Wagers. Questions are ones like these: ""What would be the dumbest thing to say in a job interview?"" ""What would be the weirdest thing to collect?"" ""What's the most important quality a person can have?"" Now comes the fun part: Can you think of an answer that the person whose turn it is might pick as the best one? And when everyone has written their answers, can you guess which one you think he'll pick once you see the answers others have written? This bidding/guessing mechanic keeps everyone in the game, and is what makes the game fun for gamers and non-gamers alike.Say Anything is flexible, very interactive, highly social, and once again it has a huge fun element.  Highly recommended. - EndersGame @ BGG",5.0,The perfect gift to buy for your non-gaming family and friends,1312329600,"08 3, 2011",designer hugely successful partytrivia game wits wagers teamed satish pillalamarri create fantastic say anything next big party game hit north star like predecessor went win string awards also party game borrowed elements wits wagers helped make stand apart traditional party gamesin say anything players write answers question asked another player score points trying guess answers think hell pick think apples apples meets balderdash meets wits wagers questions ones like would dumbest thing say job interview would weirdest thing collect whats important quality person comes fun part think answer person whose turn might pick best one everyone written answers guess one think hell pick see answers others written biddingguessing mechanic keeps everyone game makes game fun gamers nongamers alikesay anything flexible interactive highly social huge fun element highly recommended endersgame bgg,1
44795,A30Z0GG96D11EO,B000W3ZFJG,Wisdom Twin,"[5, 6]","This labeled more ""Super Friends"" than Batman, but it is still cute!  My two year old received it today for his birthday and he loved it.  The only downside is that you have to wait 18 hrs for it to charge but not more than 30 hrs.  Those are many hours for a need 2 year old LOL.  The packaging was horrible, and I suspected that this was a returned item to Amazon, that slipped through the cracks.Amazon handled the situation as always... THEY ROCK!  We haven't used the product yet, but it seems pretty fun and durable.  It claims that it will go over concrete and grass.  I will update further when we actually put the product to use.",5.0,BATMAN!,1215907200,"07 13, 2008",labeled super friends batman still cute two year old received today birthday loved downside wait hrs charge hrs many hours need year old lol packaging horrible suspected returned item amazon slipped cracksamazon handled situation always rock havent used product yet seems pretty fun durable claims go concrete grass update actually put product use,1
98418,A3BA4F1E2PGRCC,B004S6A1QK,B. Habina,"[0, 0]",We passed this in the store many time & my hubby really wanted to get this for our boy. We were so disappointed. First of all it is so loud that it scared him when we first tried it. Took a couple of attempts to get him comfortable with the noise but once we did he was OK. Unfortunately the blower didn't blow the balls far & the just kinda sat at the top of his nose. & why does any toy need 4 D batteries? This is one of our least favorite toys.,1.0,scared my 12 month old & doesnt work well!,1367971200,"05 8, 2013",passed store many time hubby really wanted get boy disappointed first loud scared first tried took couple attempts get comfortable noise ok unfortunately blower didnt blow balls far kinda sat top nose toy need batteries one least favorite toys,0
91391,AS848NI1BHSJB,B004HKQI9G,vicki lucas,"[0, 0]",this was a Christmas gift....this was a great deal....this is a very good truck.my grandson loves this. he loves the horn. Especially the door opens and shuts and he continously says bye.... bye. shutting the door. so glad i purchased this...................,5.0,my grandson just loves this truck.....,1393545600,"02 28, 2014",christmas giftthis great dealthis good truckmy grandson loves loves horn especially door opens shuts continously says bye bye shutting door glad purchased,1
55882,A3KPZX7AM2ZYC5,B001JTDL1Q,Jennifer M. Nation,"[1, 1]","I was searching for a cuter alternative to the Elf on the Shelf since my husband deemed the Elf creepy ;). When I found Christopher, I knew this would be perfect.  The story is very similar to the other elf--hides in a new place each night and reports child's behavior back to Santa.  Christopher is very durable, colorful, and the included hard back book is filled with bright illustrations and a fun story on the creation of Christopher.  I would recommend this for any family with small children looking to create a new family tradition.",5.0,Cuter alternative to Elf on the Shelf,1353715200,"11 24, 2012",searching cuter alternative elf shelf since husband deemed elf creepy found christopher knew would perfect story similar elfhides new place night reports childs behavior back santa christopher durable colorful included hard back book filled bright illustrations fun story creation christopher would recommend family small children looking create new family tradition,1
134241,AF9OYN557Z77I,B008IC29Z6,alexis,"[0, 0]",This is our new family tradition!! The book that comes with it is very cute.  I think the girl version elf is less creepy looking than the boy.  We move the elf around each night and our son needs to find her.  Its a very cute idea.,5.0,New tradition.,1356048000,"12 21, 2012",new family tradition book comes cute think girl version elf less creepy looking boy move elf around night son needs find cute idea,1
60622,A2WV2USJOJXO7N,B001W30D2O,Jeanna Hale,"[0, 0]",LOVE him.  We plan to buy Violet for a Christmas gift.It was absolutely PRICELESS to watch our daughter's face light up when Scout said her name.Great programming options that allow Scout to grow as your child does.Only request is more songs with the words.,5.0,LeapFrog SCOUT,1383177600,"10 31, 2013",love plan buy violet christmas giftit absolutely priceless watch daughters face light scout said namegreat programming options allow scout grow child doesonly request songs words,1
153974,AI5G8RX3LQPS1,B00CH9253W,Nesteren Sagra Esmekaya,"[0, 1]",Well he is playing it and he loves itNot a difficult game to play for a 5 year oldMario forever !,5.0,good for 5 years old,1392076800,"02 11, 2014",well playing loves itnot difficult game play year oldmario forever,1
104409,A30ZV7N6MUJ7D2,B0051T3GYM,Healthy Skeptic,"[0, 0]",She loves this game.  It is so easy to play and she even will play it by herself.  It is not something that requires much knowledge.  So pretty much if you know your colors you can play it.,4.0,6 year old,1390176000,"01 20, 2014",loves game easy play even play something requires much knowledge pretty much know colors play,1
2996,A1MKLM14TVG4S7,B00000GBQJ,"Miranda ""RandaMcPanda""","[0, 0]","It's been fun with my 5 year old. The characters on the cards are fun and the cards themselves are terrific quality, similar to Bicycle cards. The instructions are clear and thorough.",5.0,similar to poker but without the chips,1381708800,"10 14, 2013",fun year old characters cards fun cards terrific quality similar bicycle cards instructions clear thorough,1
1328,AY49JOXTLDOG2,1603800859,Jeff,"[4, 4]","My grandson enjoyed the Rover and was able to master the programming within a day or so. It works as advertised and is educational. But my grandson got bored with the Rover rather quickly.The manual is extensive but somewhat confusing. You have to program every command into the Rover. And I mean every command. This can be time consuming for a child, hence the quick boredom.Watch the height when trying to chase the cat under the bed. Our Rover got stuck then the cat attacked it with wild abandon.",4.0,Educational? Yes. Fun? Only for a while.,1352937600,"11 15, 2012",grandson enjoyed rover able master programming within day works advertised educational grandson got bored rover rather quicklythe manual extensive somewhat confusing program every command rover mean every command time consuming child hence quick boredomwatch height trying chase cat bed rover got stuck cat attacked wild abandon,1
19906,ALQGOMOY1F5X9,B0002HZSRQ,scott,"[0, 0]",This is a great piece for a mythology collection. Very durable and authentic looking. Any kid is sure to love this one!,5.0,foot soldier,1366329600,"04 19, 2013",great piece mythology collection durable authentic looking kid sure love one,1
10823,A1Z54EM24Y40LL,B000060NQV,csm,"[2, 3]","This item was bought for my little guy when he was 1.5.  He likes to push the buttons to make all the animals sing, but other than that, he could care less about it.  I noticed that many of the other reviewers have daughters who love this toy.  May I suggest that if you have a son, get something else.  Although this toy is very, very cute and well made, it doesn't provide much educational value, nor does it hold the interest of boys very long.  I think girls have more creative play qualities that these types of toys require, whereas boys prefer something with a little more action.  This toy is now stuck in the back of a room and hasn't been played with for months.",3.0,"Cute toy, but not played with at all",1077753600,"02 26, 2004",item bought little guy likes push buttons make animals sing could care less noticed many reviewers daughters love toy may suggest son get something else although toy cute well made doesnt provide much educational value hold interest boys long think girls creative play qualities types toys require whereas boys prefer something little action toy stuck back room hasnt played months,0
51578,A15VYUTPS6KSJI,B0017KOE5O,Mom,"[0, 0]","Fast shipping.  Both of my daughters have loved the Diamond Castle singing Barbies for a year now.  Their batteries are just now starting to run down, and they've gotten plenty of play.  They are much loved toys.",5.0,Liana,1262822400,"01 7, 2010",fast shipping daughters loved diamond castle singing barbies year batteries starting run theyve gotten plenty play much loved toys,1
125999,A1ZUB5RJCZXX5T,B007X5ZQCC,Sherril Barnes,"[0, 0]",Bought this for my grandson for christmas. I am sure he will love it. worth money and of course it angry birds!!,5.0,I am sure he will love it. worth money and of course it angry ...,1386806400,"12 12, 2013",bought grandson christmas sure love worth money course angry birds,1
114500,A1M0LB5KDATEU1,B006O6ES02,gloria giansanti,"[0, 1]","Granddaughter liked her hair, boots and captain penguin. She 's an old fashion doll so she is more fun to play with her.",4.0,R Steam doll,1357776000,"01 10, 2013",granddaughter liked hair boots captain penguin old fashion doll fun play,1
134557,A1TF42PA9I1TQN,B008K7RM8I,Shar,"[0, 0]",My daughter loves Beanie boos and this has become one of her favorites.  It would be a good gift for a Harry Potter fan.,5.0,adorable,1404000000,"06 29, 2014",daughter loves beanie boos become one favorites would good gift harry potter fan,1
130082,AWE13F1HOCZNT,B0085UA9VC,K.Waggner,"[0, 1]","TheCookie Monster Kitchen Caf&eacute;is a HIT! My little guys and gals LOVE this cafe. It is fun, educational and durable. They play on it everyday and really enjoy it. I would definately recommend this to anyone with little ones. ENJOY!",5.0,LOVE IT!,1345075200,"08 16, 2012",thecookie monster kitchen cafeacuteis hit little guys gals love cafe fun educational durable play everyday really enjoy would definately recommend anyone little ones enjoy,1
78237,AGPFVUONZRH5F,B003DQ1AWK,Mrs. Gibson,"[0, 0]",I searched and searched for a metal shopping cart. Finally I found this one. It is so super cute that you may let your little one actually take it into a grocery store and shop with you. Don't forget to spray some disinfectant spray on the wheels and handle if you actually let your little one shop with it. I will be buying this again! I LOVE IT!!!,5.0,How freakin' cute is this!!,1387411200,"12 19, 2013",searched searched metal shopping cart finally found one super cute may let little one actually take grocery store shop dont forget spray disinfectant spray wheels handle actually let little one shop buying love,1
